headline,writer_intent
Train passengers breached social distancing guidelines following the resumption of local railway services.,"['covid-19 is easily transmiscovid-19 is easily transmissible on public transportationsible on public transportation', 'train passengers do not take covid precautions seriously']"
Covid vaccines will modify DNA,"['covid-19 vaccine alters dna', 'dna being modified is bad', 'the vaccine is not safe', 'people should not take the vaccine']"
"In Poland, there will be a mandatory vaccination against coronavirus.",['poland will have mandatory vaccination']
"The DNA and RNA-based vaccines, including the coronavirus vaccine, cause changes in human genetics.","['vaccines can change who we are', 'vaccines can cause mutations in our body', 'vaccines change your dna', 'we should not get vaccinated', 'vaccines seriously change our body', 'vaccines are dangerous', 'health agencies have not been honest']"
The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,"['covid no worse than flu', 'covid-19 is not as deadly as once thought', 'no more people died from covid than other htings']"
"The coronavirus was launched to get everyone to switch from petrol transport to electric one. The reasoning is the following. Petrol cars emit nitrous acid, which reacts with water particles in the air producing nitrogen dioxide, which, in turn, causes COVID-19.","['nitrogen dioxide causes covid-19.', 'the pandemic was planned', 'governments created and spread covid-19.', ""people shouldn't trust government agencies."", 'covid-19 was created', 'nitrous acid causes covid-19', ""pandemic was used to control people's behavior"", 'government wants people to change to electric cars']"
"Ukrainian authorities sell coronavirus tests for 1700 UAH (around $ 60), although their price in the rest of the world is $ 2.5.","['covid-19 tests only cost a couple of dollars in most place around the world', ' all countries are different in their approach', 'some countries take advantage of citizens', 'ukrainian government is profiting off of covid-19 tests']"
The Ukrainian parliament adopted the bill on the payouts during the lockdown to every Ukrainian.,['government created covid-19 for the economy']
AstraZeneca/Oxford Covid-19 vaccine contains MRC-5 cells originally taken from an aborted human foetus.,"['vaccines are not safe', 'vaccine contains aborted human fetus', 'vaccines contain animals', 'vaccines are unhealthy']"
"A series of links between pharmaceutical companies involved in COVID-19 vaccine research, global investment groups and billionaire philanthropists George Soros and Bill Gates",['covid-19 was planned']
Brazil's regulatory agency did not catch illegal vaccination of CoronaVac in So Paulo soccer players,"['vaccines are available to certain people only', 'certain people in society got covid-19 vaccines before others', 'brazilian government regulation is ineffective']"
Rapists used as Guine pigs for drug studies in Cuba,"[""cuba's government is harsh to criminals"", 'a government is violating human rights.', 'involuntary drug trials subjects are being abused.', 'rapists were used to test drugs on in cuba', 'government allowed testing of drugs on rapists', 'this testing is being done without consent', 'criminals are worthwhile subjects for involuntary testing']"
A report on the deaths of two participants in Pfizer's COVID-19 vaccine trial,"['the vaccine can cause death', 'vaccines are not safe', 'vaccines are dangerous', 'people died during pfizer vaccine trial']"
"A court in Dsseldorf, Germany has just approved a ban on the use of masks in schools and at work","['the government in germany does not support mask use', 'a country would be against mask use.', 'masks will be banned at schools in germany', 'german goverment thinks masks are a danger.', 'masks will not be allowed at schools in germany', 'germany has banned masks.']"
A court in Portugal lifted the confinement in the country due to doubts of the PCR,"['brazilian government does not take covid-19 seriously', 'pcr test is not trustworthy']"
10-15% of Ukrainians will die from a foreign COVID-19 vaccine.,['a large number of people will die from foreign vaccine']
Vaccine won't work because coronavirus is constantly mutating,['vaccine might not help with disease mutation']
Over-the-counter products such as vitamins and tonic water are the key to tackling the pandemic.,"[""other treatments aren't necessary."", 'treatments exist to prevent covid-19', 'water and vitamins can help protect people from covid-19.', 'regular products can help fight covid']"
People will be killed for violating quarantine restrictions. It has already happened in Albania.,"['not following the quarantine restrictions in albania is fatal.', 'albanian government is already harming people for violating covid-19 restrictions', 'government will harm people for violating covid-19 restrictions']"
Applesauce tested positive for COVID-19 and could transmit the disease,"['food products can give people covid-19', 'you can get covid from applesauce']"
Bill Gates aims to reduce the world population with vaccines,"['vaccines are not safe', 'vaccines can kill us', 'the government and important people want to control us', 'public not trust ceos', 'vaccines can control us', 'vaccines are dangerous']"
Mouthwash kills coronavirus in 30 seconds,['mouthwash can kill covid-19']
The Ukrainian Cabinet of Ministers extended the strict quarantine until the spring of 2021.,"[""the pandemic isn't over"", 'politicians are overreacting.', 'the government is being too strict.', 'the government is still concerned about covid-19', 'the government of ukraine is issuing a strict lockdown until spring of 2021.']"
Moderna's vaccine is 100% effective.,"[""moderna's vaccine provides 100% protection against covid-19""]"
The first person to be vaccinated against COVID-19 was also vaccinated in October,"['covid-19 vaccine existed long before we thought it did', 'something fishy is going on', 'the vaccines are a hoax', 'covid-19 vaccine existed since october']"
"Media outlets reports that the World Health Organization has stated that wearing a mask while playing sports ""decreases the availability of oxygen"" or ""increases the levels of carbon dioxide we absorb.""","['masks are harmful', 'masks cause a decrease in health', 'cdc does not support use of masks', 'masks are useless', 'masks can cause sickness']"
At Cambridge University every single PCR tests of 9000 students during one week was false positive,['pcr tests are useless']
Only those who are vaccinated are allowed to move freely again in the Netherlands,"['government is forcing people to get vaccines in switzerland', 'you cannot move around in the netherlands unless you have the covid-19 vaccine']"
The CDC prepares concentration camps in the United States for individuals from the risk groups.,"['cdc treats at risk people badly', 'people will be placed in these camps by the government against their will', 'the government is preparing to forcibly isolate the infected']"
