post,targetStereotype,targetMinority,Generated,Model,Task
To kill time recently I've taken to standing in christian family book shops dressed as Jesus pretending I'm there for a book signing.,"[""are crazy"", ""not in reality""]","[""christian folks""]",Christians are often portrayed as being overly devout and sometimes gullible,chatgpt,sbic
Only snowflake libtards believe anything that scumbag wrote in his crappy book!,"[""liberals are sissies"", ""liberals are sometimes called snowflakes"", ""liberals are stupid"", ""liberals believe anything""]","[""liberals""]","This sentence communicates the stereotype that ""libtards"" (a derogatory term for liberals) are gullible and believe anything they read without critical thinking",chatgpt,sbic
What do you call a nigger with half a brain? Gifted.,"[""are called the n word"", ""are not smart"", ""black folks are inferior"", ""black folks aren't smart"", ""don't have a brain"", ""lack intelligence""]","[""black folks""]",This sentence communicates the stereotype that black people are intellectually inferior and have lower intelligence than other races,chatgpt,sbic
What do you call a muslim that smokes pot Stoned,"[""muslim people are violent."", ""muslim people stone each other."", ""muslims are potheads"", ""muslims are very strict"", ""muslims stone each other to death"", ""trivializing punishments to muslims""]","[""muslim folks""]",Muslims are stereotyped as drug users and associated with negative behaviors,chatgpt,sbic
"I called Sadiq Khan a treasonous terrorist cunt and I got banned, can I come in please?","[""arabic people are disloyal."", ""arabic people are terrorists.""]","[""arabic folks""]",This sentence communicates the stereotype that people who use offensive language and make derogatory comments are disrespectful and lack social etiquette,chatgpt,sbic
Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.,"[""feminists are fat."", ""feminists are hairy."", ""feminists are unattractive"", ""feminists don't shave their legs""]","[""feminists""]","This sentence communicates the stereotype that feminists are typically women who do not conform to traditional gender roles, such as having body hair",chatgpt,sbic
Why do white people have such a pleasant scent? So blind people can distinguish them from animals too.,"[""minorities are animals"", ""white folks are animals"", ""white folks smell bad"", ""white people are superior""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks"", ""white folks""]",This sentence communicates the stereotype that white people have a pleasant scent that distinguishes them from animals,chatgpt,sbic
why was james earl ray arrested ? he was shooting shit off a balcony .,"[""black people are shit"", ""black people deserve to be shot"", ""blacks are shit"", ""blacks can be shot""]","[""black folks""]",This sentence communicates the stereotype that African Americans are prone to criminal behavior,chatgpt,sbic
Native Amerian Studies boils down to 'kill whitey'.,"[""native americans are racist"", ""native americans are violent""]","[""native american/first nation folks""]",Native Americans are portrayed as hostile and vengeful towards white people,chatgpt,sbic
"I like my women like my coffee Ground up, in a bag, about to be roasted.","[""ok to murder women"", ""that women are less"", ""women are inferior"", ""women are just property"", ""women are stupid"", ""women are worthless""]","[""women""]","This sentence communicates the stereotype that men objectify and dehumanize women, reducing them to a consumable product",chatgpt,sbic
Why do black people obsess over Wakanda? Because that's the dream they'll never see with REAL African countries.,"[""african countries are bad."", ""african countries are poor."", ""black people spend too much time talking about black panther"", ""deserve to be made fun of"", ""is inherently bad"", ""wakanda is like a dreamland for black people that they cant have""]","[""africans"", ""black folks""]","This sentence communicates the stereotype that ""black people are unable to achieve their dreams in real African countries",chatgpt,sbic
When someone finds out the black guy in the office is gay Shit goes down,"[""black men aren't gay"", ""black men shouldn't be gay"", ""gay men shouldn't be black"", ""gay men usually aren't black""]","[""black folks"", ""gay men""]",Black people in the workplace are intolerant of homosexuality,chatgpt,sbic
Just went to my first Chanukah party Had now idea that Jews were so adept at frying,"[""jews deserved to die in the holocaust"", ""jews lives are worthless"", ""trivializes harm to jewish holocaust victims"", ""trivializes the holocaust""]","[""jewish folks"", ""terrorism victims""]",Jews are skilled at frying,chatgpt,sbic
Did they try turning Stephen Hawking off and on again?,"[""disabled people are a joke."", ""disabled people are worthless.""]","[""physically disabled folks""]","As an AI language model, I cannot engage in inappropriate or offensive content",chatgpt,sbic
i like my lakes like i like my white men . superior .,"[""people of color are inferior"", ""people of color are lesser humans"", ""these groups are less capable workers than white men."", ""white men have better genetics than these groups.""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks""]",White men are often associated with superiority and privilege,chatgpt,sbic
Why do they put cotton at the top of pill bottles? To remind blacks that they were cotten pickers before they were pill pushers.,"[""black folk sell drugs"", ""black folks pick cotton"", ""black people are cotton pickers"", ""black people sell drugs"", ""black people should be slaves"", ""blacks should be slaves again""]","[""black folks""]",This sentence communicates the stereotype that black people were historically enslaved as cotton pickers,chatgpt,sbic
What do blacks and this thread have in common? Both are gonna get locked up,"[""black people are criminals"", ""black people are not equal to white people"", ""black people are property"", ""black people should be jailed"", ""blacks are criminals"", ""blacks belong in jail""]","[""black folks""]",Blacks are often stereotyped as criminals and are more likely to be incarcerated,chatgpt,sbic
What does a nigger and a tracktor have in common? Both work best with chains on.,"[""all in chain gang."", ""black people are property"", ""black people are slaves"", ""black people are useless"", ""black people should be slaves again"", ""should be enslaved.""]","[""black folks""]",This sentence communicates the stereotype that black people are inherently lazy and need to be forced to work through physical restraints,chatgpt,sbic
What’s worse than being raped by Jack the Ripper? Being fingered by Captain Hook.,"[""women are sex objects only"", ""women are to be used for sex""]","[""women""]","This sentence communicates the stereotype that individuals with physical disabilities, such as missing limbs, are sexually undesirable or incapable",chatgpt,sbic
What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,"[""jewish folks deserved the holocaust"", ""jewish folks deserved to die in the holocaust"", ""jewish folks were massacred in the holocaust"", ""jewish folks were the main victims of hitler's tyrrany"", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]",This sentence communicates the stereotype that Hitler was a hateful and anti-Semitic person,chatgpt,sbic
