post,targetStereotype,targetMinority,Generated,Model,Task
When someone finds out the black guy in the office is gay Shit goes down,"[""black men aren't gay"", ""black men shouldn't be gay"", ""gay men shouldn't be black"", ""gay men usually aren't black""]","[""black folks"", ""gay men""]",The stereotype that this sentence communicates is that black people are not supposed to be gay,text-babbage-001,sbic
Just went to my first Chanukah party Had now idea that Jews were so adept at frying,"[""jews deserved to die in the holocaust"", ""jews lives are worthless"", ""trivializes harm to jewish holocaust victims"", ""trivializes the holocaust""]","[""jewish folks"", ""terrorism victims""]",The stereotype that Jews are adept at frying is that they are good at cooking and making food,text-babbage-001,sbic
Did they try turning Stephen Hawking off and on again?,"[""disabled people are a joke."", ""disabled people are worthless.""]","[""physically disabled folks""]",The stereotype that this sentence communicates is that the group is trying to turn Stephen Hawking off and on again,text-babbage-001,sbic
i like my lakes like i like my white men . superior .,"[""people of color are inferior"", ""people of color are lesser humans"", ""these groups are less capable workers than white men."", ""white men have better genetics than these groups.""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks""]",The stereotype that this sentence communicates is that the speaker finds the people in the group superior,text-babbage-001,sbic
Why do they put cotton at the top of pill bottles? To remind blacks that they were cotten pickers before they were pill pushers.,"[""black folk sell drugs"", ""black folks pick cotton"", ""black people are cotton pickers"", ""black people sell drugs"", ""black people should be slaves"", ""blacks should be slaves again""]","[""black folks""]",The stereotype that cotton is at the top of pill bottles is because it is a reminder to black people that they were cotton pickers before they became pill pushers,text-babbage-001,sbic
What do blacks and this thread have in common? Both are gonna get locked up,"[""black people are criminals"", ""black people are not equal to white people"", ""black people are property"", ""black people should be jailed"", ""blacks are criminals"", ""blacks belong in jail""]","[""black folks""]",Both groups are going to get locked up,text-babbage-001,sbic
What does a nigger and a tracktor have in common? Both work best with chains on.,"[""all in chain gang."", ""black people are property"", ""black people are slaves"", ""black people are useless"", ""black people should be slaves again"", ""should be enslaved.""]","[""black folks""]",Both work best with chains on,text-babbage-001,sbic
What’s worse than being raped by Jack the Ripper? Being fingered by Captain Hook.,"[""women are sex objects only"", ""women are to be used for sex""]","[""women""]",The stereotype that this sentence communicates is that group members are dirty and deserve to be punished,text-babbage-001,sbic
What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,"[""jewish folks deserved the holocaust"", ""jewish folks deserved to die in the holocaust"", ""jewish folks were massacred in the holocaust"", ""jewish folks were the main victims of hitler's tyrrany"", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]",The stereotype that this sentence communicates is that the person in the group is a racist,text-babbage-001,sbic
I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.,"[""black folks are less than human and were slaves"", ""black folks steal and break laws"", ""black people are objects"", ""black people are slaves"", ""should still be slaves"", ""steal things""]","[""black folks""]",The stereotype that this sentence communicates is that black men are often stealing motorcycles,text-babbage-001,sbic
Why did the Asian student not win the math contest? He was outsmarted by his brain tumor.,"[""asian folks are nerdy"", ""asian folks are smart"", ""asians are nerds"", ""asians must be smart"", ""only good for their brains"", ""smart""]","[""asian folks""]",The stereotype that the Asian student did not win the math contest because of his brain tumor is a common one,text-babbage-001,sbic
"RT @TeGustaaa: If you suppose to be a man, don&#8217;t be a bitch.","[""being feminine is shameful if you're a man"", ""effeminate men are women"", ""men have to be manly""]","[""men"", ""women""]",The stereotype that this sentence communicates is that men are not supposed to be nice,text-babbage-001,sbic
My phone is black I keep it locked when I'm not holding it,"[""black folks are criminals"", ""black folks will steal if something isn't locked up"", ""black people belong locked away"", ""black people should be locked up"", ""black people steal"", ""black people were once slaves""]","[""black folks""]",The stereotype that this sentence communicates is that black people keep their phones locked when they're not holding them,text-babbage-001,sbic
Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,"[""are lesser people"", ""are property"", ""are worthless"", ""women are not intelligent"", ""women aren't equal to men"", ""women don't deserve equal rights""]","[""women""]",Some people think that women should have the same rights as men,text-babbage-001,sbic
Got a iPhone for business but the sidekick is for the bitches &#127926;,"[""women are objects"", ""women are only good for sex"", ""women exist to please men""]","[""women""]",The stereotype that this sentence communicates is that the iPhone is for the bitches and the sidekick is for the dudes,text-babbage-001,sbic
"did you know Mexicans in Southern California actually use ""JAJAJA"" Instead of ""hahah"" pisses me off so much

#DEPORTALLOFTHEM","[""latinos are annoying."", ""latinos don't deserve to be in america."", ""mexican folks should be deported"", ""mexican folks shouldn't speak spanish"", ""mexicans are illegal aliens"", ""mexicans should be deported""]","[""Mexico"", ""latino/latina folks""]","Mexicans in Southern California use ""JAJAJA"" instead of ""hahah"" in order to avoid being called ""chicano",text-babbage-001,sbic
Genders are like twin towers There used to be two of them but now it's a really sensitive subject.,"[""\""there used to be just two\"""", ""they have a lot of genders""]","[""lgbtq+ community""]",Genders are like twin towers because they both have a penis and a vagina,text-babbage-001,sbic
