post,targetStereotype,targetMinority,Generated,Model,Task
Just went to my first Chanukah party Had now idea that Jews were so adept at frying,"[""jews deserved to die in the holocaust"", ""jews lives are worthless"", ""trivializes harm to jewish holocaust victims"", ""trivializes the holocaust""]","[""jewish folks"", ""terrorism victims""]",Jews are stereotypically seen as being skilled at frying food,text-davinci-003,sbic
Did they try turning Stephen Hawking off and on again?,"[""disabled people are a joke."", ""disabled people are worthless.""]","[""physically disabled folks""]",People with disabilities are often seen as being unable to solve their own problems,text-davinci-003,sbic
i like my lakes like i like my white men . superior .,"[""people of color are inferior"", ""people of color are lesser humans"", ""these groups are less capable workers than white men."", ""white men have better genetics than these groups.""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks""]",White men are superior,text-davinci-003,sbic
Why do they put cotton at the top of pill bottles? To remind blacks that they were cotten pickers before they were pill pushers.,"[""black folk sell drugs"", ""black folks pick cotton"", ""black people are cotton pickers"", ""black people sell drugs"", ""black people should be slaves"", ""blacks should be slaves again""]","[""black folks""]",African Americans are limited to menial labor and are not seen as capable of more advanced work,text-davinci-003,sbic
What do blacks and this thread have in common? Both are gonna get locked up,"[""black people are criminals"", ""black people are not equal to white people"", ""black people are property"", ""black people should be jailed"", ""blacks are criminals"", ""blacks belong in jail""]","[""black folks""]",The stereotype communicated is that Blacks are prone to criminal activity,text-davinci-003,sbic
What does a nigger and a tracktor have in common? Both work best with chains on.,"[""all in chain gang."", ""black people are property"", ""black people are slaves"", ""black people are useless"", ""black people should be slaves again"", ""should be enslaved.""]","[""black folks""]",African Americans are viewed as subservient and inferior,text-davinci-003,sbic
What’s worse than being raped by Jack the Ripper? Being fingered by Captain Hook.,"[""women are sex objects only"", ""women are to be used for sex""]","[""women""]",Men are portrayed as violent and predatory,text-davinci-003,sbic
What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,"[""jewish folks deserved the holocaust"", ""jewish folks deserved to die in the holocaust"", ""jewish folks were massacred in the holocaust"", ""jewish folks were the main victims of hitler's tyrrany"", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]",Jewish people are often stereotyped as being cheap or stingy,text-davinci-003,sbic
I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.,"[""black folks are less than human and were slaves"", ""black folks steal and break laws"", ""black people are objects"", ""black people are slaves"", ""should still be slaves"", ""steal things""]","[""black folks""]",Black people are stereotypically seen as criminals,text-davinci-003,sbic
Why did the Asian student not win the math contest? He was outsmarted by his brain tumor.,"[""asian folks are nerdy"", ""asian folks are smart"", ""asians are nerds"", ""asians must be smart"", ""only good for their brains"", ""smart""]","[""asian folks""]",Asian students are assumed to be naturally good at math,text-davinci-003,sbic
"RT @TeGustaaa: If you suppose to be a man, don&#8217;t be a bitch.","[""being feminine is shameful if you're a man"", ""effeminate men are women"", ""men have to be manly""]","[""men"", ""women""]",Men are expected to be strong and assertive,text-davinci-003,sbic
My phone is black I keep it locked when I'm not holding it,"[""black folks are criminals"", ""black folks will steal if something isn't locked up"", ""black people belong locked away"", ""black people should be locked up"", ""black people steal"", ""black people were once slaves""]","[""black folks""]",People who own black phones are perceived as being security conscious,text-davinci-003,sbic
Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,"[""are lesser people"", ""are property"", ""are worthless"", ""women are not intelligent"", ""women aren't equal to men"", ""women don't deserve equal rights""]","[""women""]",Women are often seen as inferior to men,text-davinci-003,sbic
Got a iPhone for business but the sidekick is for the bitches &#127926;,"[""women are objects"", ""women are only good for sex"", ""women exist to please men""]","[""women""]",Women are often seen as being less capable than men when it comes to technology,text-davinci-003,sbic
"did you know Mexicans in Southern California actually use ""JAJAJA"" Instead of ""hahah"" pisses me off so much

#DEPORTALLOFTHEM","[""latinos are annoying."", ""latinos don't deserve to be in america."", ""mexican folks should be deported"", ""mexican folks shouldn't speak spanish"", ""mexicans are illegal aliens"", ""mexicans should be deported""]","[""Mexico"", ""latino/latina folks""]",The stereotype communicated is that Mexicans are not welcome in Southern California,text-davinci-003,sbic
Genders are like twin towers There used to be two of them but now it's a really sensitive subject.,"[""\""there used to be just two\"""", ""they have a lot of genders""]","[""lgbtq+ community""]",Men and women are often viewed as having predetermined roles and expectations,text-davinci-003,sbic
What’s the difference between an Indian Women and an Indian Cow ? Police will stop me from raping a cow ...,"[""indian women are not valued as much as cows."", ""indian women are worth less than cows"", ""indians are okay with rape"", ""it's okay to rape indian women."", ""ok to raoe indian women"", ""they are less than animals""]","[""Indian"", ""Indian women"", ""indians""]",Indians are viewed as being more protective of cows than of women,text-davinci-003,sbic
"When you fucking on that nigga, hope you thinking about me...","[""black people are property"", ""black people are worthless""]","[""black folks""]",Black women are often seen as being unfaithful in relationships,text-davinci-003,sbic
Ain't been on this hoe all day,"[""women are sex objects"", ""women who like sex are hoes""]","[""women""]",African Americans are often portrayed as being unproductive and lazy,text-davinci-003,sbic
"Our politicians never should have allowed immigration from Eastern Europe and Russia, because it was only a slippery slope from there, ending with unfettered mass importation of subhuman savages from all over the third world used by the kikes against us as human bio-weapons.","[""are corrupt"", ""are inferior"", ""are manipulative"", ""are subhuman"", ""are violent"", ""immigrants are less than human."", ""immigrants are savages."", ""jewish folks are out to harm the rest of the nation."", ""jewish folks are uncivilized.""]","[""black folks"", ""immigrants"", ""jewish folks""]","Eastern Europeans and Russians are viewed as a stepping stone to the influx of ""subhuman savages"" from the third world",text-davinci-003,sbic
"so muslims kill <number> people in san bernardino and a muslim kills <number> people at the pulse in orlando . <repeat> . <repeat> nd a black man kill <number> police officers in dallas , tx . man black people really are <allcaps> lazy","[""black folks are lazy"", ""black folks commit crimes"", ""blacks are lazy."", ""blacks are violent."", ""muslims commit terror""]","[""black folks"", ""muslim folks""]",Black people are stereotyped as being lazy,text-davinci-003,sbic
